trade_id,symbol,signal,strategy,entry_time,exit_time,entry_price,exit_price,position_size,profit_loss,commission,slippage,confidence,duration_hours
XAUUSD_20250626_190000,XAUUSD,BUY,MARTINGALE_EXTREME_1,2025-06-26 19:00:00+00:00,2025-06-27 19:00:00+00:00,3315.8832561572267,3327.9166716723635,32383.762680401825,604793568.8690407,2151.5124015890424,0.033158500976562505,82.31622726052264,24.0
XAUUSD_20250701_190000,XAUUSD,BUY,MARTINGALE_EXTREME_1,2025-07-01 19:00:00+00:00,2025-07-01 19:00:00+00:00,3281.582864328613,3281.0172383276367,24289895.872315135,-21323719781.90954,1594048.7314516495,0.03281550048828125,81.1636850340542,0.0
