trade_id,symbol,signal,strategy,entry_time,exit_time,entry_price,exit_price,position_size,profit_loss,commission,slippage,confidence,duration_hours
XAUUSD_20250626_190000,XAUUSD,BUY,MARTINGALE_EXTREME_3,2025-06-26 19:00:00+00:00,2025-06-27 19:00:00+00:00,3315.8832561572267,3327.9166716723635,34128.569316578614,682554434.9097716,2267.433863624122,0.033158500976562505,82.31622726052264,24.0
XAUUSD_20250701_190000,XAUUSD,BUY,MARTINGALE_EXTREME_3,2025-07-01 19:00:00+00:00,2025-07-01 19:00:00+00:00,3281.582864328613,3281.0172383276367,28884504.735764567,-27154416019.819233,1895574.537441035,0.03281550048828125,81.1636850340542,0.0
